rental_id,r_date,r_month,r_year,customer_id,inventory_id,store_id,film_id,language_id,rental_duration,rental_rate,length,rating,special_features,category_id
6696,2005-07-12,07,2005,273,299,2,67,1,5,2.99,77,PG-13,"Deleted Scenes",1
7436,2005-07-27,07,2005,45,299,2,67,1,5,2.99,77,PG-13,"Deleted Scenes",1
13609,2005-08-20,08,2005,328,299,2,67,1,5,2.99,77,PG-13,"Deleted Scenes",1
5422,2005-07-09,07,2005,409,436,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
9887,2005-07-31,07,2005,549,436,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
11497,2005-08-16,08,2005,12,436,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
8131,2005-07-28,07,2005,281,437,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
14156,2005-08-21,08,2005,147,437,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
4406,2005-07-07,07,2005,448,438,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
10037,2005-07-31,07,2005,58,438,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
15994,2005-08-23,08,2005,595,438,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
4105,2005-07-07,07,2005,423,439,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
7941,2005-07-28,07,2005,566,439,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
11733,2005-08-17,08,2005,251,439,1,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
5695,2005-07-10,07,2005,459,440,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
8878,2005-07-30,07,2005,25,440,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
14031,2005-08-20,08,2005,361,440,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
800,2005-05-29,05,2005,472,441,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
2524,2005-06-19,06,2005,465,441,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
6320,2005-07-11,07,2005,511,441,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
8882,2005-07-30,07,2005,410,441,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
14784,2005-08-22,08,2005,117,441,2,97,1,7,0.99,56,G,"Trailers,Commentaries,Behind the Scenes",1
4613,2005-07-08,07,2005,581,476,1,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
10266,2005-08-01,08,2005,49,476,1,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
14605,2005-08-21,08,2005,394,476,1,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
11388,2005-08-02,08,2005,369,477,1,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
14657,2005-08-21,08,2005,244,477,1,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
2986,2005-06-20,06,2005,556,478,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
5251,2005-07-09,07,2005,474,478,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
10966,2005-08-02,08,2005,584,478,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
11646,2006-02-14,02,2006,11,478,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
6114,2005-07-11,07,2005,404,479,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
8366,2005-07-29,07,2005,39,479,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
11637,2005-08-17,08,2005,283,479,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
1965,2005-06-17,06,2005,256,480,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
6256,2005-07-11,07,2005,307,480,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
9059,2005-07-30,07,2005,267,480,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
11548,2005-08-17,08,2005,323,480,2,105,1,6,0.99,125,NC-17,"Deleted Scenes",1
1057,2005-05-31,05,2005,124,497,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
1794,2005-06-16,06,2005,452,497,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
5856,2005-07-10,07,2005,314,497,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
7165,2005-07-27,07,2005,243,497,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
15797,2005-08-23,08,2005,503,497,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
6426,2005-07-11,07,2005,495,498,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
10286,2005-08-01,08,2005,532,498,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
11976,2005-08-17,08,2005,373,498,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
4386,2005-07-07,07,2005,314,499,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
9820,2005-07-31,07,2005,279,499,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
11622,2005-08-17,08,2005,220,499,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
700,2005-05-29,05,2005,117,500,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
1832,2005-06-16,06,2005,220,500,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
4036,2005-07-07,07,2005,397,500,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
9191,2005-07-30,07,2005,314,500,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
15803,2005-08-23,08,2005,105,500,2,111,1,3,0.99,52,NC-17,"Commentaries,Deleted Scenes",1
11386,2005-08-02,08,2005,183,519,1,115,1,5,2.99,167,R,"Behind the Scenes",1
11725,2005-08-17,08,2005,45,519,1,115,1,5,2.99,167,R,"Behind the Scenes",1
8577,2005-07-29,07,2005,328,520,1,115,1,5,2.99,167,R,"Behind the Scenes",1
13095,2005-08-19,08,2005,508,520,1,115,1,5,2.99,167,R,"Behind the Scenes",1
11316,2005-08-02,08,2005,108,521,1,115,1,5,2.99,167,R,"Behind the Scenes",1
15306,2005-08-22,08,2005,340,521,1,115,1,5,2.99,167,R,"Behind the Scenes",1
1073,2005-05-31,05,2005,146,522,2,115,1,5,2.99,167,R,"Behind the Scenes",1
2981,2005-06-20,06,2005,387,522,2,115,1,5,2.99,167,R,"Behind the Scenes",1
6379,2005-07-11,07,2005,287,522,2,115,1,5,2.99,167,R,"Behind the Scenes",1
10381,2005-08-01,08,2005,412,522,2,115,1,5,2.99,167,R,"Behind the Scenes",1
12177,2005-08-18,08,2005,470,522,2,115,1,5,2.99,167,R,"Behind the Scenes",1
1432,2005-06-15,06,2005,339,523,2,115,1,5,2.99,167,R,"Behind the Scenes",1
6717,2005-07-12,07,2005,273,523,2,115,1,5,2.99,167,R,"Behind the Scenes",1
10324,2005-08-01,08,2005,25,523,2,115,1,5,2.99,167,R,"Behind the Scenes",1
13193,2005-08-19,08,2005,118,523,2,115,1,5,2.99,167,R,"Behind the Scenes",1
10084,2005-07-31,07,2005,528,524,2,115,1,5,2.99,167,R,"Behind the Scenes",1
15269,2005-08-22,08,2005,275,524,2,115,1,5,2.99,167,R,"Behind the Scenes",1
10027,2005-07-31,07,2005,287,525,2,115,1,5,2.99,167,R,"Behind the Scenes",1
14033,2005-08-20,08,2005,243,525,2,115,1,5,2.99,167,R,"Behind the Scenes",1
9387,2005-07-30,07,2005,495,577,2,126,1,3,4.99,179,G,Trailers,1
13782,2005-08-20,08,2005,305,577,2,126,1,3,4.99,179,G,Trailers,1
860,2005-05-30,05,2005,276,578,2,126,1,3,4.99,179,G,Trailers,1
3352,2005-06-21,06,2005,510,578,2,126,1,3,4.99,179,G,Trailers,1
3738,2005-07-06,07,2005,546,578,2,126,1,3,4.99,179,G,Trailers,1
9414,2005-07-30,07,2005,484,578,2,126,1,3,4.99,179,G,Trailers,1
13260,2005-08-19,08,2005,251,578,2,126,1,3,4.99,179,G,Trailers,1
7503,2005-07-27,07,2005,3,579,2,126,1,3,4.99,179,G,Trailers,1
14512,2005-08-21,08,2005,51,579,2,126,1,3,4.99,179,G,Trailers,1
3596,2005-07-06,07,2005,419,594,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
9099,2005-07-30,07,2005,250,594,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
13626,2005-08-20,08,2005,524,594,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
595,2005-05-28,05,2005,294,595,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
1562,2005-06-16,06,2005,395,595,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
6055,2005-07-11,07,2005,125,595,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
9211,2005-07-30,07,2005,57,595,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
13759,2005-08-20,08,2005,269,595,1,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
3402,2005-06-21,06,2005,187,596,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
4691,2005-07-08,07,2005,126,596,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
10808,2005-08-01,08,2005,480,596,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
11742,2005-08-17,08,2005,470,596,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
459,2005-05-27,05,2005,468,597,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
2320,2005-06-18,06,2005,552,597,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
4143,2005-07-07,07,2005,238,597,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
9480,2005-07-30,07,2005,373,597,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
13530,2005-08-20,08,2005,156,597,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
10894,2005-08-02,08,2005,51,598,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
15817,2005-08-23,08,2005,348,598,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
598,2005-05-28,05,2005,159,599,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
2458,2005-06-18,06,2005,572,599,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
3565,2005-07-06,07,2005,97,599,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
8539,2005-07-29,07,2005,325,599,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
13563,2005-08-20,08,2005,366,599,2,130,1,7,0.99,110,PG-13,"Deleted Scenes,Behind the Scenes",1
10116,2005-07-31,07,2005,28,738,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
15704,2005-08-23,08,2005,71,738,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
651,2005-05-28,05,2005,266,739,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
2059,2005-06-17,06,2005,114,739,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
6719,2005-07-12,07,2005,330,739,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
10423,2005-08-01,08,2005,7,739,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
15152,2005-08-22,08,2005,123,739,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
1885,2005-06-17,06,2005,588,740,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
5897,2005-07-10,07,2005,413,740,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
10590,2005-08-01,08,2005,78,740,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
15429,2005-08-23,08,2005,241,740,1,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
6372,2005-07-11,07,2005,64,741,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
7346,2005-07-27,07,2005,2,741,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
11913,2005-08-17,08,2005,295,741,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
689,2005-05-29,05,2005,571,742,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
3286,2005-06-21,06,2005,577,742,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
3726,2005-07-06,07,2005,363,742,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
8484,2005-07-29,07,2005,260,742,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
15443,2005-08-23,08,2005,598,742,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
1597,2005-06-16,06,2005,432,743,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
4417,2005-07-07,07,2005,452,743,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
8412,2005-07-29,07,2005,312,743,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
15203,2005-08-22,08,2005,568,743,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
8822,2005-07-29,07,2005,35,744,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
11912,2005-08-17,08,2005,573,744,2,162,1,4,2.99,95,R,"Trailers,Deleted Scenes,Behind the Scenes",1
6052,2005-07-11,07,2005,75,881,1,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
8825,2005-07-29,07,2005,101,881,1,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
15369,2005-08-22,08,2005,121,881,1,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
4297,2005-07-07,07,2005,141,882,1,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
7644,2005-07-28,07,2005,173,882,1,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
15633,2005-08-23,08,2005,497,882,1,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
3457,2005-06-21,06,2005,312,883,2,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
3470,2005-07-05,07,2005,565,883,2,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
9463,2005-07-30,07,2005,352,883,2,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
12885,2005-08-19,08,2005,185,883,2,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
8625,2005-07-29,07,2005,410,884,2,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
14569,2005-08-21,08,2005,15,884,2,194,1,6,0.99,104,PG,"Trailers,Commentaries,Behind the Scenes",1
3665,2005-07-06,07,2005,102,922,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
11190,2005-08-02,08,2005,254,922,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
15094,2006-02-14,02,2006,424,922,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
2553,2005-06-19,06,2005,473,923,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
3767,2005-07-06,07,2005,582,923,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
10371,2005-08-01,08,2005,327,923,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
14466,2005-08-21,08,2005,442,923,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
1099,2005-05-31,05,2005,269,924,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
1436,2005-06-15,06,2005,584,924,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
6831,2005-07-12,07,2005,163,924,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
9634,2005-07-31,07,2005,444,924,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
14975,2005-08-22,08,2005,244,924,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
10421,2005-08-01,08,2005,262,925,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
15862,2006-02-14,02,2006,215,925,1,205,1,3,0.99,58,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
5579,2005-07-10,07,2005,203,945,2,210,1,3,4.99,130,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
8187,2005-07-28,07,2005,87,945,2,210,1,3,4.99,130,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",1
